"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.174132400E-2,-1.281289905E-1,9.712757170E-2,-5.406157300E-2
2.397323800E-2,-1.417207420E-1,9.376781434E-2,-4.688390717E-2
2.620950500E-2,-1.518000066E-1,8.170322329E-2,-4.214970022E-2
2.844510100E-2,-1.606575549E-1,7.345654815E-2,-3.481931984E-2
3.068234400E-2,-1.707368344E-1,6.643159688E-2,-3.130684420E-2
3.291909900E-2,-1.771509200E-1,5.436700583E-2,-2.535090782E-2
3.516781700E-2,-1.835650057E-1,4.352414981E-2,-1.924225502E-2
3.740445000E-2,-1.910481006E-1,3.649919853E-2,-1.817324013E-2
3.964175600E-2,-1.974621862E-1,3.176499158E-2,-1.084285788E-2
4.187564200E-2,-1.976149082E-1,2.199114859E-2,-7.177666761E-3
4.411325200E-2,-2.002110779E-1,1.603521220E-2,-2.443460980E-3
4.634903100E-2,-2.089159191E-1,1.496619824E-2,3.665191587E-3
4.858566400E-2,-2.090686262E-1,7.635815535E-3,7.330383174E-3
5.082193200E-2,-2.067778856E-1,3.054326226E-4,1.588249579E-2
5.305807600E-2,-2.069306076E-1,-9.162978968E-4,1.832595654E-2
5.529617400E-2,-2.069306076E-1,-9.162978968E-4,2.443460934E-2
5.753293000E-2,-2.044871449E-1,1.527163084E-3,2.809980139E-2
5.977005100E-2,-2.031126916E-1,7.483099122E-3,2.932153270E-2
6.200729500E-2,-1.994474977E-1,8.704829961E-3,3.436116874E-2
6.424307400E-2,-1.931861341E-1,1.343903504E-2,3.924809024E-2
6.647970700E-2,-1.882992089E-1,1.450804994E-2,4.428773001E-2
6.871731700E-2,-1.834122837E-1,1.557706390E-2,4.795292020E-2
7.095742900E-2,-1.734857261E-1,1.664607786E-2,5.283984542E-2
7.318985100E-2,-1.649336219E-1,1.404990070E-2,5.665775016E-2
7.542642300E-2,-1.576032341E-1,1.267545391E-2,6.154467165E-2
7.766244700E-2,-1.528690308E-1,7.788531948E-3,6.414084882E-2
7.990109400E-2,-1.443169117E-1,3.970623948E-3,6.902777404E-2
8.213693400E-2,-1.394299865E-1,1.374446787E-3,7.269296050E-2
8.437350600E-2,-1.345430762E-1,2.596177394E-3,7.651086897E-2
8.660904000E-2,-1.308778822E-1,2.443460980E-3,7.895433158E-2
