label,x_min,y_min,z_min,norm_min,x_max,y_max,z_max,norm_max,x_mean,y_mean,z_mean,norm_mean,x_var,y_var,z_var,norm_var,x_std,y_std,z_std,norm_std,x_median,y_median,z_median,norm_median,x_zcr,y_zcr,z_zcr,norm_zcr
0.0,-1.739591479,-2.817615986,-1.528995752,0.08298301261153539,2.566397667,1.498147011,1.229366302,3.243141189009853,-0.011504218752912753,-0.01268303897585047,-0.020188686415155255,1.1291954459586357,0.6731797655421995,0.6576277413242276,0.36755962099758066,0.42341511394785913,0.8204753290271436,0.810942501860784,0.6062669552248255,0.6507035530468995,-0.2214386463,0.08689557761,0.1840231568,0.972148405202418,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.817615986,-1.528995752,0.08298301261153539,2.566397667,1.498147011,1.229366302,3.243141189009853,-0.015685434213144517,-0.001212096587625415,-0.012900052749517853,1.185396994951572,0.7081085600211352,0.7234541733862584,0.39908091598492745,0.4252627213532808,0.8414918656892265,0.850561093270941,0.6317285144624449,0.6521217074697643,-0.2344195396,0.1409571618,0.2076941878,1.0353935121055415,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.817615986,-1.528995752,0.08298301261153539,2.566397667,1.498147011,1.229366302,3.243141189009853,-0.035005721432390155,-0.07512152982151893,0.00013290078178196886,1.2084628941343392,0.7383973596321795,0.7070942715577319,0.4183111182136469,0.40963821243991627,0.8593005060118255,0.8408889769510193,0.6467697567246377,0.640029852772444,-0.2811507285,-0.01939497143,0.2541199327,1.0491932884468818,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.817615986,-1.528995752,0.08298301261153539,2.566397667,1.498147011,1.229366302,3.2935441110956574,0.007104007897105146,-0.13217347398079454,-0.026755009326193378,1.2669891077838296,0.7672009578037011,0.7735439518538388,0.4537781174132159,0.40678735623098417,0.8759000843724706,0.8795134745152224,0.6736305496436573,0.6377988368059196,-0.1864666194,-0.04169155285,0.2432770878,1.1236922721323763,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.817615986,-1.528995752,0.08298301261153539,2.566397667,1.498147011,1.229366302,3.2935441110956574,-0.04025923072163579,-0.15648632065211357,0.05315661917894103,1.2635403775279823,0.7598665024306801,0.7444309054975562,0.4561665419536405,0.39216236367696694,0.8717032192384516,0.8628040945067172,0.6754010230623289,0.626228683211626,-0.3054326177,-0.07345654815,0.3321579695,1.1013214736371255,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.817615986,-1.528995752,0.062277742895075844,2.857474804,1.498147011,1.229366302,3.6266363329089435,0.0822880584513217,-0.23555312378524423,-0.046938229299932355,1.3230834973071208,0.8294496797346796,0.8205174278882047,0.4929706878072646,0.456092910201377,0.9107412803506162,0.9058241705144573,0.7021187134717779,0.6753465112084144,-0.1001819,-0.137750119,0.2208277881,1.1614221454653944,0.0,0.0,0.0,0.0
0.0,-1.739591479,-2.301129341,-1.528995752,0.062277742895075844,2.857474804,1.498147011,1.229366302,3.6266363329089435,-0.037644741215709175,-0.2235384836142818,0.05382590604752985,1.2771286921849325,0.7837003039849288,0.708025515975942,0.4747591770798353,0.38900530152828905,0.8852684925969798,0.8414425208984521,0.689027704145367,0.6237028952380204,-0.2942843437,-0.1537853181,0.3529273868,1.1269001053701388,0.0,0.0,0.0,0.0
0.0,-1.730123043,-2.632370949,-1.528995752,0.062277742895075844,2.857474804,1.498147011,1.037554622,3.6266363329089435,0.05282528991934944,-0.2956563872767529,-0.012600769601947562,1.3095584838549854,0.851977305563727,0.7087921003752782,0.5026305239041127,0.4380912897484817,0.9230261673234009,0.8418979156496814,0.7089644024237837,0.6618846498812929,-0.2026545405,-0.1901318133,0.3249803185,1.1326988509820755,0.0,0.0,0.0,0.0
0.0,-1.730123043,-2.632370949,-1.449583173,0.062277742895075844,2.857474804,2.630843878,1.037554622,3.6266363329089435,-0.013457278932628188,-0.21089446171976906,0.044257460674490025,1.302802770437104,0.7881870626990038,0.8380758811245916,0.45485198030023277,0.4296972713008064,0.8877989990414519,0.915464844286547,0.6744271497354127,0.6555129833197862,-0.2423607856,-0.1774563491,0.3394883573,1.1614221454653944,0.0,0.0,0.0,0.0
0.0,-1.937970042,-2.632370949,-1.874287248,0.062277742895075844,2.857474804,2.630843878,1.019534111,3.6266363329089435,-0.0023977479359557044,-0.30668120710067104,0.027281761545197226,1.3070139446872946,0.8263529142246333,0.7716280234226173,0.48608327713173566,0.4698599306155234,0.9090395559185713,0.8784236013579196,0.6971967277115805,0.6854632963299518,-0.2701551616,-0.2309070677,0.3588833213,1.1173713746358995,0.0,0.0,0.0,0.0
