"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.218087170E-1,-4.671986103E-1,9.769296646E0,5.748756528E-1
7.240462660E-1,-4.630111754E-1,9.754341125E0,5.892325640E-1
7.262820450E-1,-4.630111754E-1,9.759127617E0,5.988038778E-1
7.285186170E-1,-4.582255483E-1,9.754341125E0,6.275177598E-1
7.307522590E-1,-4.486542344E-1,9.763913155E0,6.418746710E-1
7.329805310E-1,-4.534398913E-1,9.759127617E0,6.466603279E-1
7.352291270E-1,-4.438686073E-1,9.763913155E0,6.275177598E-1
7.374659440E-1,-4.438686073E-1,9.772886276E0,6.514459848E-1
7.397059340E-1,-4.295116663E-1,9.787242889E0,6.514459848E-1
7.419404920E-1,-4.295116663E-1,9.787242889E0,6.610172391E-1
7.441760880E-1,-4.097708762E-1,9.791430473E0,6.610172391E-1
7.464129040E-1,-4.151547253E-1,9.782457352E0,6.705885530E-1
7.486494160E-1,-4.049852192E-1,9.801001549E0,6.610172391E-1
7.508862930E-1,-4.199403822E-1,9.796813965E0,6.801598072E-1
7.531231090E-1,-4.247260094E-1,9.782457352E0,6.897311211E-1
7.553599260E-1,-4.486542344E-1,9.792028427E0,7.088736892E-1
7.575970470E-1,-4.438686073E-1,9.792028427E0,7.040880919E-1
7.598345960E-1,-4.342973232E-1,9.792028427E0,7.088736892E-1
7.620704360E-1,-4.636093974E-1,9.777671814E0,7.369893789E-1
7.643072520E-1,-4.683950245E-1,9.777671814E0,7.561319470E-1
7.665438250E-1,-4.779663086E-1,9.787242889E0,7.561319470E-1
7.687807630E-1,-4.731806815E-1,9.792028427E0,7.369893789E-1
7.710171520E-1,-4.731806815E-1,9.783055305E0,7.178468108E-1
7.732545180E-1,-4.827519655E-1,9.768698692E0,7.322037220E-1
7.754925550E-1,-4.875376225E-1,9.759127617E0,7.322037220E-1
7.777291880E-1,-4.779663086E-1,9.763913155E0,7.322037220E-1
7.799646620E-1,-5.018945336E-1,9.754940033E0,6.987041831E-1
7.822010510E-1,-5.018945336E-1,9.740582466E0,6.795616150E-1
7.844382950E-1,-4.923232496E-1,9.744770050E0,6.939185858E-1
7.866760880E-1,-4.977070987E-1,9.707083702E0,6.747759581E-1
7.889155900E-1,-5.024927258E-1,9.692726135E0,6.891329288E-1
7.911481950E-1,-4.977070987E-1,9.683155060E0,6.556333899E-1
7.933854990E-1,-4.785645306E-1,9.682557106E0,6.514459848E-1
7.956219490E-1,-4.785645306E-1,9.668798447E0,6.227321029E-1
7.978589490E-1,-4.689932466E-1,9.672985077E0,6.466603279E-1
8.000952770E-1,-4.737788737E-1,9.682557106E0,6.275177598E-1
8.023321550E-1,-4.839483798E-1,9.659226418E0,6.370890141E-1
8.045691540E-1,-4.935196638E-1,9.664012909E0,6.466603279E-1
8.068060930E-1,-4.929214716E-1,9.673583984E0,6.466603279E-1
8.090427870E-1,-4.929214716E-1,9.678369522E0,6.466603279E-1
8.112796030E-1,-4.881358147E-1,9.697511673E0,6.604190469E-1
8.135171520E-1,-4.929214716E-1,9.687940598E0,6.556333899E-1
8.157529310E-1,-4.929214716E-1,9.687940598E0,6.604190469E-1
8.179866950E-1,-4.642075896E-1,9.701699257E0,6.705885530E-1
8.202147840E-1,-4.887340367E-1,9.677771568E0,6.939185858E-1
8.224636850E-1,-4.648058116E-1,9.668199539E0,6.849454641E-1
8.247000740E-1,-4.552344978E-1,9.663414001E0,6.801598072E-1
8.269397600E-1,-4.695914388E-1,9.649057388E0,6.801598072E-1
8.291738290E-1,-4.552344978E-1,9.658628464E0,6.849454641E-1
8.314115000E-1,-4.558327198E-1,9.629316330E0,7.232306600E-1
8.336473400E-1,-4.558327198E-1,9.638887405E0,7.040880919E-1
8.358840960E-1,-4.654040039E-1,9.610772133E0,6.849454641E-1
8.381204240E-1,-4.749752879E-1,9.620343208E0,6.897311211E-1
8.403575450E-1,-4.606183469E-1,9.620343208E0,6.801598072E-1
8.425945450E-1,-4.612165689E-1,9.601201057E0,6.945167780E-1
8.448314220E-1,-4.654040039E-1,9.605986595E0,6.849454641E-1
8.470692150E-1,-4.701896608E-1,9.615557671E0,6.897311211E-1
8.493056650E-1,-4.462614357E-1,9.615557671E0,6.562315822E-1
8.515413220E-1,-4.510470629E-1,9.620343208E0,6.753742099E-1
8.537791760E-1,-4.414757788E-1,9.629316330E0,6.658028960E-1
