label,x_min,y_min,z_min,norm_min,x_max,y_max,z_max,norm_max,x_mean,y_mean,z_mean,norm_mean,x_var,y_var,z_var,norm_var,x_std,y_std,z_std,norm_std,x_median,y_median,z_median,norm_median,x_zcr,y_zcr,z_zcr,norm_zcr
0.0,-6.516852379,4.683351994,-5.50109911,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.7793715095148743,9.58784199487338,-1.3518687793317334,10.05614211229931,4.198386866141234,5.114361835747687,2.3651837207359225,4.910593612813143,2.048996551032049,2.261495486563634,1.5379153815265398,2.2159859234239603,-0.8572286963,9.288937569,-1.35074842,9.69166598575671,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-5.50109911,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.7440241136590854,9.597423993599106,-1.3166996400241135,10.097359985762818,4.715627484511275,6.372740995535771,2.594968390764535,6.121091770530417,2.17154955838251,2.5244288454095454,1.6108905582827577,2.474084026570322,-0.7351947427,9.350552559,-1.232901812,9.716625418371171,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-5.50109911,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.6639973109373973,9.609566099042953,-1.2483307552015477,10.096667353794254,4.68538200513476,6.428561197315082,2.669788156347206,6.1806205815381805,2.1645743242343887,2.535460746553786,1.63394863944593,2.4860853930503235,-0.6993024349,9.360123634,-1.193420291,9.662055450926243,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.8008790773619114,9.49971680182058,-1.4309248029501995,10.049847275050785,4.930926651400417,6.701830053824148,2.9053650278059937,6.468653383851278,2.220568992713448,2.588789302709695,1.7045131351227523,2.543354749902435,-0.8123632669,9.278169632,-1.310070395,9.62964852538589,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.6548770157199866,9.54380255406085,-1.2577615278751293,10.026249929704347,4.5626410330959555,6.16077480204472,2.741320910251836,6.030718067261821,2.1360339494249514,2.4820908126103527,1.6556934831821486,2.45575203700655,-0.7214360237,9.3367939,-1.17906332,9.60593882064433,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,5.877370834,22.6893425,2.557329178,22.907161875643883,-0.6373853223375339,9.568692725350337,-1.2884399766368342,10.090263194873481,4.89112419438757,6.5112557227880945,3.0171846314006254,6.228706488007675,2.211588613279506,2.5517162308509334,1.737004499533788,2.49573766410007,-0.7393822074,9.361918449,-1.201196909,9.709164062876354,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,6.5790658,22.6893425,2.557329178,22.907161875643883,-0.7266239559235025,9.605320310490828,-1.3471331861168858,10.151046424810975,5.219607566599769,6.77324381098191,3.0636817355718318,6.613940609762594,2.284646048428458,2.6025456405185117,1.7503376061696874,2.5717582720315284,-0.7537391186,9.360123634,-1.209571838,9.687617744865985,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,6.5790658,22.6893425,2.609373093,22.907161875643883,-0.6565511892009477,9.659796371725726,-1.277769700538085,10.172787305669685,4.872748241195881,6.02702270669718,3.0257584703539564,5.811718326179304,2.2074302347290344,2.4549995329321717,1.7394707443225241,2.4107505731989995,-0.7369893789,9.422337532,-1.189831018,9.732529573199404,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.683351994,-6.938587666,4.745732507488024,6.5790658,22.6893425,2.922832966,22.907161875643883,-0.7018167550218488,9.510779999509172,-1.4372548078084149,10.101226361237009,5.072598704957788,6.701144217386943,3.722704628749236,6.470819577113402,2.2522430386079093,2.5886568365441844,1.929431167144668,2.543780567799314,-0.7525427341,9.343972206,-1.213759303,9.670433444820432,0.0,0.0,0.0,0.0
0.0,-6.726224422,4.868795872,-6.938587666,5.448313301425406,6.5790658,21.75614166,3.569493294,22.040867031427243,-0.5602382035684828,9.645738942584789,-1.2895983798341695,10.173939025990107,4.683170822008855,5.620282609536399,3.6168156313173254,5.424643157901825,2.1640634976841264,2.37071352329555,1.9017927414198754,2.329086335433237,-0.679561615,9.452845573,-1.096511006,9.755012229117789,0.0,0.0,0.0,0.0
