time,x,y,z
1754735690077,0.8319969,1.8509535,-0.58578014
1754735690243,-0.39269507,2.328606,0.36220095
1754735690405,-2.3481808,-4.2880864,-5.509183
1754735690564,-3.0536737,-7.56241,-9.165016
1754735690724,-0.48457694,0.23210157,-0.19415037
1754735690885,0.21146144,2.1479049,1.9046178
1754735691041,-0.72014076,2.2854614,3.3359773
1754735691205,-0.03395634,1.134275,2.012346
1754735691364,0.116916336,-0.16338992,-0.12703666
1754735691525,-0.19375087,-0.76368475,-1.2748941
1754735691686,0.009987159,-1.056375,-1.41285
1754735691847,0.8321301,-1.3954058,-0.47818518
1754735692006,0.9589004,-1.876121,-0.52066386
1754735692166,1.3240309,-0.9961858,0.02583345
1754735692327,0.47685355,-0.32571453,0.08149522
1754735692483,1.2502592,-0.21732058,0.41080514
1754735692647,0.35740712,0.32345077,0.5779236
1754735692801,0.63997716,0.7955105,1.009502
1754735692965,-0.012783563,1.0470537,1.1021829
1754735693134,0.10945926,1.1980596,1.3578541
1754735693286,-0.6796594,0.5342464,1.4321586
1754735693449,-1.0369334,0.17377657,1.3764968
1754735693610,-0.9406572,-0.2653921,1.2124411
1754735693767,-0.9724829,-0.23649593,0.7873876
1754735693929,-0.048204686,0.55621815,0.14541303
1754735694082,-1.9188662,-0.49190086,-0.2823037
1754735694252,-0.42625195,-0.21305938,0.20839871
1754735694410,1.4205735,-0.18176629,-0.28829598
1754735694574,0.43557328,0.5301184,-0.4703286
1754735694734,0.5994958,0.007590241,-0.8635563
1754735694891,0.023037046,-0.2737813,-0.8783373
1754735695045,-1.2475959,-0.42918152,-0.20134112
1754735695209,-0.53770864,-0.06964379,0.15952821
1754735695372,-0.16219147,-0.05393066,-0.02703191
1754735695529,1.136006,-0.028896179,0.18549483
1754735695690,1.6449516,0.15233746,0.28283635
1754735695852,2.8672466,-0.07110857,0.54170346
1754735696015,2.8187757,-0.26938698,0.7013649
1754735696173,0.86688536,-0.2889618,0.7422456
1754735696333,-6.3833923,1.3988681,-0.5631426
1754735696490,-3.0479476,-0.2840348,0.26312834
1754735696642,0.04141342,0.28203738,-0.19707993
1754735696820,2.3547058,0.4010843,0.25860083
1754735696975,-0.33090785,0.35700762,-0.03888334
1754735697136,0.3262472,0.3181243,-0.035554286
1754735697293,-0.30627286,0.49123505,-0.064983115
1754735697454,-0.63638175,0.28150472,-0.087887
1754735697603,-0.4953631,-0.0061254576,0.01131878
1754735697773,-0.27151754,0.18216577,0.13249631
1754735697936,-0.21465734,0.024368668,0.1335616
1754735698095,0.53145003,0.058857657,0.43171158
1754735698262,0.33596802,0.14674465,0.4274504
1754735698411,0.35567603,0.115851045,0.47778568
1754735698577,0.19361772,-0.12716982,0.51786745
1754735698733,0.07936462,-0.18269843,0.46460262
1754735698898,0.075236596,-0.19361772,0.09880629
1754735699057,0.253807,-0.12770247,0.017843723
1754735699215,0.22677508,-0.13609168,-0.0026632424
1754735699375,-0.02197175,0.03954915,0.06511628
