label,x_min,y_min,z_min,norm_min,x_max,y_max,z_max,norm_max,x_mean,y_mean,z_mean,norm_mean,x_var,y_var,z_var,norm_var,x_std,y_std,z_std,norm_std,x_median,y_median,z_median,norm_median,x_zcr,y_zcr,z_zcr,norm_zcr
1.0,-5.644070625,5.181657314,-5.577669621,5.556445822745102,5.416752338,22.32443619,3.092125177,22.40319906702309,-0.5352034957497468,9.544375054562863,-1.4021266200193618,9.988002778926543,3.6053492169140617,4.516688327894967,2.5751131416748883,4.281577694773992,1.8987757152739397,2.125250180071741,1.6047159068429802,2.069197355201768,-0.4977070987,9.392427444,-1.314856052,9.74274388705304,0.0,0.0,0.0,0.0
1.0,-5.644070625,4.869394302,-5.577669621,5.064515984796526,5.782256126,24.40738869,3.092125177,24.72514272774209,-0.5106885733955498,9.572048831129754,-1.3420919309873092,10.03060393661798,3.995193620502212,5.897670868059749,2.6869341144685133,5.649815001681137,1.998798043950967,2.4285120687490416,1.6391870285200871,2.376933949793544,-0.4887340367,9.41336441,-1.231107235,9.750661393762009,0.0,0.0,0.0,0.0
1.0,-5.644070625,4.869394302,-5.577669621,5.064515984796526,5.782256126,24.40738869,3.960121393,24.72514272774209,-0.4820086946547803,9.569031037977629,-1.3604526966563473,10.052586697069472,4.326767800958083,6.05580568155845,2.8442852691548333,5.8185637035151725,2.0800884118128447,2.4608546648590304,1.6865008950945841,2.4121699159709236,-0.4277170599,9.375079155,-1.314856052,9.765876715897456,0.0,0.0,0.0,0.0
1.0,-5.644070625,2.538784742,-5.577669621,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.44570015467395485,9.60255678077539,-1.3051172007571794,10.075456715946814,4.333181601268141,8.1618097762633,2.783458800106293,7.871384282881221,2.0816295542838885,2.8568881280622977,1.6683701028567652,2.8055987387510033,-0.3912265003,9.34815979,-1.244866014,9.703649570023877,0.0,0.0,0.0,0.0
1.0,-5.644070625,2.538784742,-5.577669621,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.4459166864945634,9.624293463658613,-1.2829522758213314,10.09639753305128,4.329786713105135,7.701673614151486,2.7948637602283926,7.357572126559915,2.08081395446713,2.7751889330550967,1.6717846034188713,2.7124844933307757,-0.3702892959,9.491130829,-1.231107235,9.791165392347683,0.0,0.0,0.0,0.0
1.0,-5.644070625,2.538784742,-5.577669621,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.48400860259035433,9.557624982668903,-1.3520347251221498,10.05802791262677,4.608637643957728,7.600387765077095,2.8096992628958373,7.2617860493553845,2.146773775682414,2.7568800781095093,1.676215756666139,2.694770129223527,-0.4175475538,9.437891006,-1.285543919,9.774745314565193,0.0,0.0,0.0,0.0
1.0,-5.644070625,2.538784742,-5.157131195,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.388802364457749,9.595943871654585,-1.2552239045404863,10.047210080324811,4.394743110247584,7.874784561558481,2.450235776266803,7.579031208478887,2.0963642599146706,2.8062046542542975,1.5653228984036498,2.75300403350211,-0.3391826153,9.45224762,-1.186840057,9.76035220397911,0.0,0.0,0.0,0.0
1.0,-5.644070625,2.538784742,-5.157131195,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.38309358240453334,9.559457877936467,-1.2886318838597812,10.018936404426828,4.506696746796089,7.858606579131388,2.3669011180959116,7.540467733806538,2.1228981951087738,2.8033206343783417,1.5384736325644037,2.745991211531191,-0.3415754437,9.387042999,-1.197009563,9.746489394354649,0.0,0.0,0.0,0.0
1.0,-5.095515728,2.538784742,-5.157131195,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.2567961747442237,9.578538897438031,-1.2745669571038896,10.02303348798131,4.3072329518302475,7.847136910778439,2.3994735830089007,7.5283723701546705,2.075387422104665,2.801274158446195,1.549023428812134,2.743787960130059,-0.2542374134,9.452845573,-1.180259824,9.745513033981714,0.0,0.0,0.0,0.0
1.0,-5.095515728,2.538784742,-5.157131195,3.182751117662009,6.437889099,28.90828896,3.960121393,29.110768415959775,-0.23625751281692436,9.621793055081879,-1.2689200023960547,10.05890413119304,4.2212315471470685,7.83611261001565,2.383454727873772,7.501018697105208,2.0545635904364383,2.799305737145489,1.5438441397608025,2.738798769005348,-0.1908276081,9.483952522,-1.180858016,9.756438927068261,0.0,0.0,0.0,0.0
