label,x_min,y_min,z_min,norm_min,x_max,y_max,z_max,norm_max,x_mean,y_mean,z_mean,norm_mean,x_var,y_var,z_var,norm_var,x_std,y_std,z_std,norm_std,x_median,y_median,z_median,norm_median,x_zcr,y_zcr,z_zcr,norm_zcr
1.0,-1.54411459,-3.277597427,-1.444390893,0.18114890399306502,2.447431564,1.909412026,1.097419381,3.4709836699043426,-0.022799827576081746,0.018045054802098164,-0.044587696651595524,1.123488199033414,0.6293858964714494,0.7025811862099555,0.3402549591777209,0.41226608864325703,0.7933384501405749,0.8382011609452443,0.5833137742053764,0.6420795033664111,-0.275347501,0.1327104717,0.1310305893,0.9552257239279378,0.0,0.0,0.0,0.0
1.0,-1.681559324,-3.277597427,-1.444390893,0.18114890399306502,2.447431564,1.909412026,1.097419381,3.4709836699043426,-0.03913001858489382,-0.030554058459687516,-0.019180622045189263,1.1630898994957393,0.6689625538171434,0.7047675306701402,0.36603832716755585,0.38921862961755616,0.8179013105608424,0.839504336302166,0.6050110140878063,0.6238738891936063,-0.2719877362,0.06902777404,0.2032654136,1.0216654781261285,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.444390893,0.19293129276908894,2.447431564,1.909412026,1.097419381,4.205667539188768,0.020253189297206396,-0.1052759287951591,-0.055491983026893066,1.2537326281942605,0.7351831320222487,0.9148319107185804,0.39301135722965036,0.48505639170876585,0.8574282080863964,0.9564684577750489,0.6269061789691105,0.6964598995697928,-0.2217440903,0.02962696366,0.184939459,1.0955390673858318,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.444390893,0.19293129276908894,2.447431564,1.909412026,1.097419381,4.205667539188768,-0.03577777616601329,-0.0859565981612119,-0.004912408905229531,1.2081895410524448,0.693526585449492,0.8697856128668415,0.3619562300595323,0.47358965836096306,0.8327824358435353,0.932622974661702,0.6016279831087749,0.6881785076278996,-0.2660318017,0.04413501546,0.2296853364,1.039151680533769,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.444390893,0.19293129276908894,2.447431564,1.909412026,1.097419381,4.205667539188768,-0.022578850614391813,-0.19149860186813386,-0.002175131238702014,1.2302564266013396,0.67718235438806,0.914702611381086,0.3636960994741432,0.47857558769514985,0.8229109030679203,0.9564008633314203,0.6030722174616762,0.6917915782193,-0.271376878,-0.02031126991,0.2260201424,1.0681021050151285,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.444390893,0.06467170628693375,2.426814795,1.909412026,1.097419381,4.205667539188768,-0.034302407111758255,-0.25934277225150526,0.015679694299492616,1.233815772658302,0.6714806166346716,0.962705256998274,0.3300722894659323,0.5099873032303386,0.8194392086266508,0.981175446593663,0.5745191811122865,0.7141339532821126,-0.2719877362,-0.05543602258,0.2144137025,1.0715111602498022,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.444390893,0.06467170628693375,2.426814795,1.844660282,0.9615018964,4.205667539188768,-0.0194371313610477,-0.2809037190779004,0.009802815371926621,1.2125111955473653,0.6340886643503789,0.947064849363815,0.32158502371953973,0.51131337316784,0.7962968443679649,0.9731725691591471,0.567084670679379,0.7150617967475539,-0.2784018219,-0.1029307917,0.2312124968,1.0216654781261285,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.345125318,0.06467170628693375,2.416888237,1.844660282,0.9615018964,4.205667539188768,0.0015823040360896637,-0.3617992914691362,0.0028785826681995523,1.237883753709829,0.6407418804167306,1.0153234494988392,0.30187906703053685,0.5558704003061847,0.8004635409665644,1.0076325964848691,0.5494352255093742,0.7455671668643844,-0.2452623993,-0.2643519342,0.2109012306,1.033199645121517,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.273043156,0.06467170628693375,2.416888237,1.568243742,0.9615018964,4.205667539188768,-0.017289127079456644,-0.3975183043316834,0.03656281295582953,1.2042265984402203,0.6171658467725492,0.9656263311378233,0.27736707654767406,0.5690764438652264,0.7855990368963987,0.9826628776634555,0.5266565071730094,0.7543715555780364,-0.2562579811,-0.2693915665,0.2238821089,0.9874024078986734,0.0,0.0,0.0,0.0
1.0,-1.681559324,-4.118606091,-1.273043156,0.06467170628693375,2.416888237,1.568243742,0.9615018964,4.205667539188768,-0.0022912919614566448,-0.49825995950867547,0.017848470985972704,1.2040291529383846,0.5997447535018915,0.9035526664010446,0.26137639872281304,0.5630367774766302,0.774431890808928,0.95055387348695,0.5112498398266869,0.750357766319927,-0.2495384514,-0.48014009,0.2154827118,0.9647456510149426,0.0,0.0,0.0,0.0
